123 0 4685.417 4572.917 0.71111
123 4 4668.750 4556.250 0.71111
123 1 4372.917 4260.417 0.71111
123 5 4035.417 3935.417 0.80000
123 2 4472.917 4352.083 0.66207
123 6 4652.083 4543.750 0.73846
123 3 4631.250 4522.917 0.73846
123 7 4631.250 4522.917 0.73846
127 0 4571.875 4684.375 0.71111
127 4 4553.125 4671.875 0.67368
127 1 4371.875 4253.125 0.67368
127 5 4040.625 3928.125 0.71111
127 2 4353.125 4471.875 0.67368
127 6 4540.625 4653.125 0.71111
127 3 4521.875 4634.375 0.71111
127 7 4521.875 4628.125 0.75294
129 0 4685.417 4568.750 0.68571
129 4 4668.750 4556.250 0.71111
129 1 4368.750 4260.417 0.67368
129 5 4035.417 3935.417 0.71111
129 2 4464.583 4339.583 0.64000
129 6 4647.917 4535.417 0.71111
129 3 4627.083 4514.583 0.71111
129 7 4622.917 4514.583 0.73846
131 0 4685.417 4564.583 0.66207
131 4 4668.750 4552.083 0.68571
131 1 4372.917 4260.417 0.71111
131 5 4039.583 3935.417 0.76800
131 2 4468.750 4343.750 0.64000
131 6 4647.917 4535.417 0.71111
131 3 4627.083 4514.583 0.71111
131 7 4627.083 4510.417 0.68571
133 0 4687.500 4562.500 0.64000
133 4 4672.500 4542.500 0.61538
133 1 4377.500 4247.500 0.61538
133 5 4047.500 3927.500 0.66667
133 2 4467.500 4342.500 0.64000
133 6 4647.500 4532.500 0.69565
133 3 4512.500 4627.500 0.69565
133 7 4512.500 4627.500 0.69565
